0x753e17b6655c90b3,0xef14d72e8eb86723,0x92a8945bf43d8e5e,0xa99abdc947fba000,0xcd8f62d861c3cac7,0xbd0a57d707521b0a,0x97e5f8ab1209440c,0xc82a21dd75bc1000,0x61d099e7a08723b9,0x4ac7730cf685a028,0x274192e6dd7fe0da,0x452ecbbfb807d000,0x19073eeae45f123d,0x85bfd85b691d9656,0x5defad033d1fa05a,0x74ac62550bcb0000,0x386fa445d22ee8bb,0xeb4b165e54384a12,0xb042e5baa87c758c,0x2e80cfbbce140000,0xf610f68f38510853,0x15e6b93b27ca52c9,0x209a6ac2e7f76864,0x896177b90ce77000,0x8a7344915df36fad,0x4db6a280745f9444,0xae6d216d46cc97ec,0x54a628d1933b8000,0x1afa68440ed9d86b,0x4de419b4987d2457,0xd29a79d3f74b9367,0x3907a70b771b7a1e,0x96a8ab79f03449cd,0xaacd5a8fd495c4f,0x27cc34c34de901c6,0x23dd279bcb2c161c,0xb7b7480d28d24d18,0xe9d22a3f62f29a59,0x76d4302619dd4a44,0x6bc4688d171f3000
0x11c5eba16a42b6f7,0x4dfa1a6389512ac3,0x4a861038711df9a5,0x521a1086df4bc000,0x50584062aa4df541,0x75669fc54d73e636,0x431a6ec64ac80fce,0x862e27516bedc000,0x6f35be9c8ee53597,0xae966365201b1aa2,0x5b4dd1b3f8fed2d7,0xa30a083341edc000,0x2a634f39cdc5670d,0x294e88dd7a42cc64,0xc45d00c1ef04758a,0x6fb09412cb436000,0xbb41671dbfdf8559,0x6bf737c3661c9155,0x8f9bb2c6b32b6342,0xe12a79c372885000,0x710f078f6961af94,0xad60bee13d17be79,0x6996ce0195a1a5b2,0x2e77a07ba60c3000,0x70c82437781abe7a,0xb5cee141652e1b6a,0x6cdd23a908021949,0x763ce7e28885000,0x32549dd941fed730,0x8ece03e0c51a50a6,0x30be67c1ba7c06ea,0x741437d45d501000,0xaf9af67b2093a793,0x2aa922f92f55485b,0xae79a41d8ae06671,0x26a6443d89e57000,0x9d1effec8ab5bb8f,0x3863b5fd32d0fb2c,0x691096f060c596c1,0xfc1c58c827e6c000
0xc9218d8a5f1fa37,0x11fea7ddddbccadd,0x31133bc2fe4aa5c3,0x4b8ee2830bac9000,0xe5b8fb5b3b1c08e6,0xe8e1c47ccc5ce2f7,0x2dc8ff8fc29b777f,0xf4c348a4a2c7a000,0xdb9cb601ad6fcac6,0x34c5f30fc6929ccc,0xcda7e5ac2f73decf,0x69348b89f0616000,0x31e2ec4450937c5b,0x4df9d02f74c0ebbb,0x995d0e7ea5ebdced,0x85d219e64d227000,0x4906200dbd374831,0xc55d7591cee3f393,0xa0fd97d813640fad,0xda7df7482be89000,0xa1a62cce8af086a0,0x72a493f76a8c67a4,0x114173b3bfe5c5ee,0x32e47735314e1000,0xa4d55ad5db1557e9,0x4abd06bd096d9895,0x66e8ea7522408588,0xcbfbabbab7bab000,0x30b9e24b8fb43641,0x773d19661222a7fc,0x6c565c48c41422b3,0x4799960407c00000,0xcd9a18407fd49681,0x5d5120b27031c41d,0xb5422af271c4cce5,0xb0fa25d7be572000,0x25856e96c267c3a2,0xddfb9d73e5ff13d2,0x604ad37ce2073d39,0x34aa04de10f82000
0x9abd5d46908dceb7,0x60f4a959eea9dd9b,0xa71a82f5701b53c0,0xfc0d05f0d8cb5000,0x239e5fb562fe8ee7,0x8386f439c31b92a4,0x11f868e2f946594f,0x6dd211b7949be000,0x3bc0a6e0b7593ec,0x849b20513666a687,0x6f4c9750ca7f38d,0xd8fe739a2ac05000,0x667d13eb09ffb140,0x3c2d3b3bc075b43a,0xa7390a8f3a76ad71,0x742b0b0f90c6d000,0x90149cea2f574206,0x2d6ed58b00026cd7,0x9bf8c6abd66e4546,0xd9f7e7bc16cdc000,0x63640526e3398c2a,0x25c4dfe4630a9247,0x4a739c8fe99a3fe4,0x5cc69f71e8dd7000,0x9e7179361827a026,0xbea039e3cfe315b1,0x82c0ceff77a2e3e6,0x2e269e0972a60000,0xe99d0683e5c6e74b,0x36fcfcfdcd8408d,0xc624f54a814b837d,0xff92b3ede3af3000,0x20a4b90dca154eb6,0x4189806673343c76,0x2b18afd53a2d958b,0xd396b1958db72000,0x33fd620927b2d070,0xc9d0ef17560e5cac,0x70a00538403209b3,0xa79e48adfb86d000
0x4cd625e215ef5c14,0xda2f5ddfa4f1a811,0x2f12c69f0e0138a5,0x82d2e7cf5f9a3000,0xf00e08f4fda826b4,0xeec3b4208e8aa12e,0x2292f5f48758acb8,0xace0cc3e57b7b000,0xf1700be0f2991732,0x639a6128cf893967,0x5bac3a13d46da51,0xfe908e80441a4000,0xd2a86e0ce784c766,0xd1abb48423fc41e0,0x5e969f1bef8fc759,0xfd27d95e86a3c000,0x1cdea052b0c8e162,0xe72898b2a0a0b839,0x5031d063e5773d7c,0xce7fd2e599142000,0x28cf24e37f61f5,0xeef8ccd0db46b92,0xe04467ac29acd200,0x552122a27f1bf000,0xe5c4d5280e14d6f4,0xdc80d5e921ffae2c,0x220c79a8335aa723,0x2f1007cb62cd8000,0xa9295173c90c1795,0xa5f02f4bcdce151d,0x516551e4f8a6fd0,0x81ada410f729e000,0xe36fe0662ae2bf8f,0x35a2f02bb3660f05,0x432a199a65049489,0xe8334a0a3d911000,0xd34e91938261c3e8,0xa9f4e1ba6269fc0c,0xc290308fd7d32c6,0x19ddb0d0cac9c000
0x5262265ac68886e6,0xa7ec67779089680f,0x9299750e003094ab,0xc163515477923000,0x9f725261c8fd1e10,0x11e62f3e3cb3a310,0x73095a0b28f45cd1,0xa9c0244f409d5000,0x827818a53d7715ed,0x18b089cde4541245,0x986f370667713e06,0x68b27fc9acbe8000,0x3a2cdd73a1850b5d,0xa461366d5b135a1d,0xb49d2b76d8139f32,0xa5e348ac7c2ac000,0x98ac22e8b290b1a9,0x584dc42193776547,0x754f09cc1a85d11b,0xc0e57d58b73c0000,0x9d07eed697bc7b85,0x84e7f20764da35ed,0x9624ccab7efdacbb,0x878b38b517705000,0x68b9af6fc779d37e,0x9464bf4ac788bf3e,0xb991d024b1dbfb03,0xe16294ec45c49000,0x7146d603b3030f7a,0xde3c4057e65db77a,0x200ba5ea3d1020a,0xc076b362ae36e000,0x8bcc2259dcd11d48,0x9c3af4758cbce791,0xc7388100a7ad54f9,0x460f8d837efcb000,0xb9af08dc0e0787f4,0x9d9781d3244431c7,0xdf46ce6ebb80045f,0x2dbca99eaba53000
0x3270eda0388727e,0xde3688cc104a2761,0xefa03186c7ca3b82,0x88972986ff494000,0x87032962cd772424,0x7e3fcd1cac7bb251,0xe96f752ed07a31cb,0x3d10740173837000,0xee46243a0ca011d5,0xd548400254abfaf8,0xaea25e274aa9521,0x95459bddbe49b000,0xf06aa4ac7afc5061,0x20b2d7377a01d9aa,0x286a1dfaff4f6c60,0xb2739e303b920000,0x1b235334614814ca,0xdbf0bd242187d7c9,0x68f5618fd9e6338d,0x3049cb836d339000,0xbbaa4a2a9a5fdf28,0x315568b75eb5de6a,0x88edbe1a0bf24282,0x3ffd7e294cfdb000,0xc05596364ced6063,0xe22f7b819fce2c6e,0x339893bb216903e3,0x26792b1def1a4000,0x232823f30229c0aa,0xbc8a208f00193e93,0x3dbf45c1bcbbf60d,0xdded4e9cf7848000,0x6357abd46bab4d14,0xb2747d9899c36ff2,0x5cd0720b63ffb67e,0xa2b0a42abd922000,0xfe8a9c3646a65705,0xa32778f8c80ef8f6,0xba3d007a987d64fd,0x768ff39af5f3c000
0xf6eb6bf7f51e8999,0xcd28febaee4f6499,0x9a601ff669a6e910,0xc9410abad236c000,0x66df7bc1c13eade1,0x12d621af5b7e3d6d,0x20a222841c6d14a0,0x36faeb2c72459000,0x3af74946e1ece2cc,0xdf835506468955b3,0x3955efb0c95422c9,0x56331490f9ad5000,0xf3c0899ac50a8711,0xc4f0b642368728d1,0xb14f44ea122d67c3,0x6cc4f655fd9c4000,0xe1d42957ed44ea1a,0x3219785c5d4c8821,0x183108fe04e584cd,0x37f8b9af818e1000,0xa5d21424efdfcb73,0x3a6f769162b09621,0x3b8e64f0fbbd9cb0,0xaacdbf6f16d68000,0xd24cbfee05827c39,0x47910d5d26130336,0x707f0dc4f267b0e0,0x1574ee09a18a1000,0x4b98ca82715c080d,0xbe4d063af7f3e297,0xaa8e30c9e6ee1fce,0x6ec026956e6b5000,0xaacd5a8fd495c4f,0x6535d6a8d79a38bd,0xa0c98a718f3a5534,0xd893935144e05000,0x25bc7ab14a2b09d,0x7c0f67a22ace87fc,0x751ed73cf8fef1ab,0xcb0185e04b1e6000
0xb242376e9b3ab147,0xd7073d658a810448,0xc9001498699911e8,0xa894d0ea72a8c000,0x1c0e441eb3997c27,0x16b5945fec4d3a25,0xac78ad5b857d339b,0x9b2538ae11f7a000,0x9ab64566f945f8af,0x50d0e23020620bc3,0x7488d7f0c8d8efe9,0x5af473e4e6f67000,0x7a80af1aba2d3f51,0x8aab662f9cf424fd,0x7601b22ff77f7325,0xc1ba2b42c2f0c000,0x6f362fa69a945dc1,0x38629a5791d13c95,0x783fb3d0cf6feb28,0x8ca04cf38d81d000,0xe965f6f7989d06d3,0x8321d9680eb3bb3e,0xeff95aa463848949,0x867494ca36d2b000,0x9c2c8c30aa8d169d,0x3f1081e6e1ab3635,0xc2e0aceda02c7a39,0xeecaf97ffd9d3000,0x3b9b20c581d48f02,0x7e30c469a9368ea8,0xbad318a5a8ab5e94,0x23c598f454f74000,0x28629bf2df3598d3,0x64d13490c1492624,0x49b3aff34c0062f,0x163d41df35bbb000,0x29f0b9d750ef55e,0x501c50c0f4b952c3,0x5c84fc28183c28b,0xb9d67c7e5b4b2000
0xcba8280d435e2c03,0xdbc2bf3022f9679b,0x491467f4544f6441,0xa6c2c3ccd6694000,0x19e5c5ef17fc1d7e,0x50344d36c73bef85,0x7460035771396993,0x97e45fd4eb3dd000,0x90ca52164df9f138,0x9e77ecc1fa475722,0x9ee4f24f3e46dafd,0xce4f9d814cddf000,0x591d072569c19d24,0x3144d44a7f6a0b9e,0xb5d3bc9652d00346,0x305201547a2a0000,0x456d4345d30d40e9,0xa676272163ec03b4,0xd775a858c3d3fa51,0xef7f220128ca1000,0xd7a8d531ea0c6931,0xf79f01f474ca1b58,0x26348c851a9461eb,0xeba2ac992a39d000,0x904f566cf67289f5,0xc97c82cc0defda75,0x589a7f55572921ca,0x7c50e0cd83803000,0xddf621382f12df27,0x4445798c9f022ff4,0x13a81707df15ff0b,0xa5edf2fcbb581000,0x336be3c286cb7fb9,0x6f1a0339d7a0e280,0xade61db8aa0c53c4,0x8faf2e8bff579000,0xcf10dcb9c00e907e,0x9c76873fa02e848,0x613d0fea9bb1f6ed,0x88d8514ad01ac000
